date,BVH,CTG,DIG,DXG,EIB,FPT,HAG,HCM,HPG,HQC,HSG,HUT,ITA,KBC,KDH,MBB,MSN,NVB,PDR,PVD,PVS,REE,SBT,SHS,SSI,STB,TTF,VCB,VIC,VNM
2022-01-10,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-11,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-12,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-13,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-14,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-17,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-18,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-19,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-20,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-21,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-24,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-25,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-26,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-27,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-01-28,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
2022-02-07,100,100,0,0,100,100,0,0,100,100,100,100,0,100,100,0,100,0,100,100,0,100,100,0,0,100,100,100,100,0
